SiteCode,ItemCode,InventoryDate,QuantityOnHand,OnOrderQty,InventoryStatus
Store_007,tortilla_chips,2024-02-25,52,408,Available
Store_007,popcorn,2024-02-25,206,0,Available
Store_007,nuts_trail_mix,2024-02-25,21,274,Available
Store_007,cookies,2024-02-25,412,0,Available
Store_007,chocolates,2024-02-25,458,0,Available
Store_007,carbonated_soft_drinks,2024-02-25,564,0,Available
Store_007,bottled_water,2024-02-25,212,622,Available
Store_007,fruit_juices,2024-02-25,338,0,Available
Store_007,energy_drinks,2024-02-25,485,0,Available
Store_007,sports_drinks,2024-02-25,309,0,Available
Store_007,tea_rtd,2024-02-25,186,0,Available
Store_007,coffee_rtd,2024-02-25,213,0,Available
Store_008,potato_chips,2024-02-25,209,542,Available
Store_008,tortilla_chips,2024-02-25,22,392,Available
Store_008,popcorn,2024-02-25,215,0,Available
Store_008,nuts_trail_mix,2024-02-25,285,0,Available
Store_008,cookies,2024-02-25,411,0,Available
Store_008,chocolates,2024-02-25,57,390,Available
Store_008,carbonated_soft_drinks,2024-02-25,672,0,Available
Store_008,bottled_water,2024-02-25,695,0,Available
Store_008,fruit_juices,2024-02-25,357,0,Available
Store_008,energy_drinks,2024-02-25,416,0,Available
Store_008,sports_drinks,2024-02-25,357,0,Available
Store_008,tea_rtd,2024-02-25,194,0,Available
Store_008,coffee_rtd,2024-02-25,219,0,Available
Store_009,potato_chips,2024-02-25,294,0,Available
Store_009,tortilla_chips,2024-02-25,432,0,Available
Store_009,popcorn,2024-02-25,256,0,Available
Store_009,nuts_trail_mix,2024-02-25,259,0,Available
Store_009,cookies,2024-02-25,375,0,Available
Store_009,chocolates,2024-02-25,74,395,Available
Store_009,carbonated_soft_drinks,2024-02-25,145,687,Available
Store_009,bottled_water,2024-02-25,108,659,Available
Store_009,fruit_juices,2024-02-25,357,0,Available
Store_009,energy_drinks,2024-02-25,1,439,Low
Store_009,sports_drinks,2024-02-25,317,0,Available
Store_009,tea_rtd,2024-02-25,194,0,Available
Store_009,coffee_rtd,2024-02-25,205,0,Available
Store_010,potato_chips,2024-02-25,345,0,Available
Store_010,tortilla_chips,2024-02-25,412,0,Available
Store_010,popcorn,2024-02-25,196,0,Available
Store_010,nuts_trail_mix,2024-02-25,36,273,Available
Store_010,cookies,2024-02-25,423,0,Available
Store_010,chocolates,2024-02-25,54,395,Available
Store_010,carbonated_soft_drinks,2024-02-25,551,0,Available
Store_010,bottled_water,2024-02-25,171,638,Available
Store_010,fruit_juices,2024-02-25,346,0,Available
Store_010,energy_drinks,2024-02-25,396,0,Available
Store_010,sports_drinks,2024-02-25,310,0,Available
Store_010,tea_rtd,2024-02-25,162,0,Available
Store_010,coffee_rtd,2024-02-25,211,0,Available
DC_01,potato_chips,2024-02-25,99968613,0,Available
DC_01,tortilla_chips,2024-02-25,99977310,0,Available
DC_01,popcorn,2024-02-25,99983491,0,Available
DC_01,nuts_trail_mix,2024-02-25,99987071,0,Available
DC_01,cookies,2024-02-25,99974199,0,Available
DC_01,chocolates,2024-02-25,99979987,0,Available
DC_01,carbonated_soft_drinks,2024-02-25,99958113,0,Available
DC_01,bottled_water,2024-02-25,99962905,0,Available
DC_01,fruit_juices,2024-02-25,99971210,0,Available
DC_01,energy_drinks,2024-02-25,99975455,0,Available
DC_01,sports_drinks,2024-02-25,99972650,0,Available
DC_01,tea_rtd,2024-02-25,99980616,0,Available
DC_01,coffee_rtd,2024-02-25,99982106,0,Available
DC_02,potato_chips,2024-02-25,99968437,0,Available
DC_02,tortilla_chips,2024-02-25,99977627,0,Available
DC_02,popcorn,2024-02-25,99983420,0,Available
DC_02,nuts_trail_mix,2024-02-25,99987267,0,Available
DC_02,cookies,2024-02-25,99973805,0,Available
DC_02,chocolates,2024-02-25,99979371,0,Available
DC_02,carbonated_soft_drinks,2024-02-25,99958765,0,Available
DC_02,bottled_water,2024-02-25,99963699,0,Available
DC_02,fruit_juices,2024-02-25,99971105,0,Available
DC_02,energy_drinks,2024-02-25,99976018,0,Available
DC_02,sports_drinks,2024-02-25,99972595,0,Available
DC_02,tea_rtd,2024-02-25,99980770,0,Available
DC_02,coffee_rtd,2024-02-25,99981973,0,Available
Store_001,potato_chips,2024-03-03,485,0,Available
Store_001,tortilla_chips,2024-03-03,305,0,Available
Store_001,popcorn,2024-03-03,97,320,Available
Store_001,nuts_trail_mix,2024-03-03,186,0,Available
Store_001,cookies,2024-03-03,212,0,Available
Store_001,chocolates,2024-03-03,287,0,Available
Store_001,carbonated_soft_drinks,2024-03-03,294,0,Available
Store_001,bottled_water,2024-03-03,360,0,Available
Store_001,fruit_juices,2024-03-03,207,0,Available
Store_001,energy_drinks,2024-03-03,274,0,Available
Store_001,sports_drinks,2024-03-03,167,464,Available
Store_001,tea_rtd,2024-03-03,366,0,Available
Store_001,coffee_rtd,2024-03-03,89,341,Available
Store_002,potato_chips,2024-03-03,552,0,Available
Store_002,tortilla_chips,2024-03-03,310,0,Available
Store_002,popcorn,2024-03-03,86,315,Available
Store_002,nuts_trail_mix,2024-03-03,178,0,Available
Store_002,cookies,2024-03-03,213,0,Available
Store_002,chocolates,2024-03-03,299,0,Available
Store_002,carbonated_soft_drinks,2024-03-03,530,0,Available
Store_002,bottled_water,2024-03-03,405,0,Available
Store_002,fruit_juices,2024-03-03,108,508,Available
Store_002,energy_drinks,2024-03-03,251,0,Available
Store_002,sports_drinks,2024-03-03,135,496,Available
Store_002,tea_rtd,2024-03-03,60,372,Available
Store_002,coffee_rtd,2024-03-03,59,337,Available
Store_003,potato_chips,2024-03-03,157,530,Available
Store_003,tortilla_chips,2024-03-03,272,0,Available
Store_003,popcorn,2024-03-03,86,321,Available
Store_003,nuts_trail_mix,2024-03-03,212,0,Available
Store_003,cookies,2024-03-03,220,0,Available
Store_003,chocolates,2024-03-03,277,0,Available
Store_003,carbonated_soft_drinks,2024-03-03,392,0,Available
Store_003,bottled_water,2024-03-03,418,0,Available
Store_003,fruit_juices,2024-03-03,140,494,Available
Store_003,energy_drinks,2024-03-03,221,0,Available
Store_003,sports_drinks,2024-03-03,118,476,Available
Store_003,tea_rtd,2024-03-03,383,0,Available
Store_003,coffee_rtd,2024-03-03,394,0,Available
Store_004,potato_chips,2024-03-03,12,554,Available
Store_004,tortilla_chips,2024-03-03,303,0,Available
Store_004,popcorn,2024-03-03,146,0,Available
Store_004,nuts_trail_mix,2024-03-03,194,0,Available
Store_004,cookies,2024-03-03,254,0,Available
Store_004,chocolates,2024-03-03,292,0,Available
Store_004,carbonated_soft_drinks,2024-03-03,221,675,Available
Store_004,bottled_water,2024-03-03,381,0,Available
Store_004,fruit_juices,2024-03-03,180,492,Available
Store_004,energy_drinks,2024-03-03,246,0,Available
Store_004,sports_drinks,2024-03-03,84,486,Available
Store_004,tea_rtd,2024-03-03,380,0,Available
Store_004,coffee_rtd,2024-03-03,75,332,Available
Store_005,potato_chips,2024-03-03,86,564,Available
Store_005,tortilla_chips,2024-03-03,251,0,Available
Store_005,popcorn,2024-03-03,96,308,Available
Store_005,nuts_trail_mix,2024-03-03,166,0,Available
Store_005,cookies,2024-03-03,264,0,Available
Store_005,chocolates,2024-03-03,313,0,Available
Store_005,carbonated_soft_drinks,2024-03-03,375,0,Available
Store_005,bottled_water,2024-03-03,422,0,Available
Store_005,fruit_juices,2024-03-03,169,478,Available
Store_005,energy_drinks,2024-03-03,264,0,Available
Store_005,sports_drinks,2024-03-03,117,486,Available
Store_005,tea_rtd,2024-03-03,0,365,Zero
Store_005,coffee_rtd,2024-03-03,48,340,Available
Store_006,potato_chips,2024-03-03,113,544,Available
Store_006,tortilla_chips,2024-03-03,276,0,Available
Store_006,popcorn,2024-03-03,99,331,Available
Store_006,nuts_trail_mix,2024-03-03,196,0,Available
Store_006,cookies,2024-03-03,289,0,Available
Store_006,chocolates,2024-03-03,320,0,Available
Store_006,carbonated_soft_drinks,2024-03-03,491,0,Available
Store_006,bottled_water,2024-03-03,502,0,Available
Store_006,fruit_juices,2024-03-03,151,490,Available
Store_006,energy_drinks,2024-03-03,248,0,Available
Store_006,sports_drinks,2024-03-03,139,484,Available
Store_006,tea_rtd,2024-03-03,424,0,Available
Store_006,coffee_rtd,2024-03-03,87,336,Available
Store_007,potato_chips,2024-03-03,7,547,Low
Store_007,tortilla_chips,2024-03-03,279,0,Available
Store_007,popcorn,2024-03-03,74,331,Available
Store_007,nuts_trail_mix,2024-03-03,178,0,Available
Store_007,cookies,2024-03-03,237,0,Available
Store_007,chocolates,2024-03-03,315,0,Available
Store_007,carbonated_soft_drinks,2024-03-03,288,0,Available
Store_007,bottled_water,2024-03-03,577,0,Available
Store_007,fruit_juices,2024-03-03,155,504,Available
Store_007,energy_drinks,2024-03-03,288,0,Available
Store_007,sports_drinks,2024-03-03,158,450,Available
Store_007,tea_rtd,2024-03-03,413,0,Available
Store_007,coffee_rtd,2024-03-03,86,336,Available
Store_008,potato_chips,2024-03-03,5,537,Low
Store_008,tortilla_chips,2024-03-03,247,0,Available
Store_008,popcorn,2024-03-03,98,315,Available
Store_008,nuts_trail_mix,2024-03-03,174,0,Available
Store_008,cookies,2024-03-03,227,0,Available
Store_008,chocolates,2024-03-03,289,0,Available
Store_008,carbonated_soft_drinks,2024-03-03,411,0,Available
Store_008,bottled_water,2024-03-03,442,0,Available
Store_008,fruit_juices,2024-03-03,138,526,Available
Store_008,energy_drinks,2024-03-03,237,0,Available
Store_008,sports_drinks,2024-03-03,176,478,Available
Store_008,tea_rtd,2024-03-03,392,0,Available
Store_008,coffee_rtd,2024-03-03,88,331,Available
Store_009,potato_chips,2024-03-03,647,0,Available
Store_009,tortilla_chips,2024-03-03,273,0,Available
Store_009,popcorn,2024-03-03,118,333,Available
Store_009,nuts_trail_mix,2024-03-03,164,0,Available
Store_009,cookies,2024-03-03,201,0,Available
Store_009,chocolates,2024-03-03,320,0,Available
Store_009,carbonated_soft_drinks,2024-03-03,528,0,Available
Store_009,bottled_water,2024-03-03,523,0,Available
Store_009,fruit_juices,2024-03-03,125,523,Available
Store_009,energy_drinks,2024-03-03,254,0,Available
Store_009,sports_drinks,2024-03-03,130,497,Available
Store_009,tea_rtd,2024-03-03,50,354,Available
Store_009,coffee_rtd,2024-03-03,425,0,Available
Store_010,potato_chips,2024-03-03,156,538,Available
Store_010,tortilla_chips,2024-03-03,227,0,Available
Store_010,popcorn,2024-03-03,84,317,Available
Store_010,nuts_trail_mix,2024-03-03,189,0,Available
Store_010,cookies,2024-03-03,225,0,Available
Store_010,chocolates,2024-03-03,280,0,Available
Store_010,carbonated_soft_drinks,2024-03-03,270,677,Available
Store_010,bottled_water,2024-03-03,544,0,Available
Store_010,fruit_juices,2024-03-03,150,485,Available
Store_010,energy_drinks,2024-03-03,212,0,Available
Store_010,sports_drinks,2024-03-03,139,500,Available
Store_010,tea_rtd,2024-03-03,389,0,Available
Store_010,coffee_rtd,2024-03-03,80,338,Available
DC_01,potato_chips,2024-03-03,99965299,0,Available
DC_01,tortilla_chips,2024-03-03,99974477,0,Available
DC_01,popcorn,2024-03-03,99981870,0,Available
DC_01,nuts_trail_mix,2024-03-03,99984632,0,Available
DC_01,cookies,2024-03-03,99971478,0,Available
DC_01,chocolates,2024-03-03,99976089,0,Available
DC_01,carbonated_soft_drinks,2024-03-03,99954721,0,Available
DC_01,bottled_water,2024-03-03,99957760,0,Available
DC_01,fruit_juices,2024-03-03,99968696,0,Available
DC_01,energy_drinks,2024-03-03,99972842,0,Available
DC_01,sports_drinks,2024-03-03,99970197,0,Available
DC_01,tea_rtd,2024-03-03,99977334,0,Available
DC_01,coffee_rtd,2024-03-03,99980375,0,Available
DC_02,potato_chips,2024-03-03,99964609,0,Available
DC_02,tortilla_chips,2024-03-03,99974305,0,Available
DC_02,popcorn,2024-03-03,99981791,0,Available
DC_02,nuts_trail_mix,2024-03-03,99984821,0,Available
DC_02,cookies,2024-03-03,99971498,0,Available
DC_02,chocolates,2024-03-03,99975903,0,Available
DC_02,carbonated_soft_drinks,2024-03-03,99954624,0,Available
DC_02,bottled_water,2024-03-03,99957319,0,Available
DC_02,fruit_juices,2024-03-03,99968571,0,Available
DC_02,energy_drinks,2024-03-03,99972994,0,Available
DC_02,sports_drinks,2024-03-03,99970155,0,Available
DC_02,tea_rtd,2024-03-03,99977906,0,Available
DC_02,coffee_rtd,2024-03-03,99979527,0,Available
Store_001,potato_chips,2024-03-10,269,0,Available
Store_001,tortilla_chips,2024-03-10,82,426,Available
Store_001,popcorn,2024-03-10,263,0,Available
Store_001,nuts_trail_mix,2024-03-10,43,289,Available
Store_001,cookies,2024-03-10,0,482,Zero
Store_001,chocolates,2024-03-10,116,411,Available
Store_001,carbonated_soft_drinks,2024-03-10,651,0,Available
Store_001,bottled_water,2024-03-10,44,691,Available
Store_001,fruit_juices,2024-03-10,447,0,Available
Store_001,energy_drinks,2024-03-10,62,447,Available
Store_001,sports_drinks,2024-03-10,384,0,Available
Store_001,tea_rtd,2024-03-10,219,0,Available
Store_001,coffee_rtd,2024-03-10,260,0,Available
Store_002,potato_chips,2024-03-10,319,0,Available
Store_002,tortilla_chips,2024-03-10,102,441,Available
Store_002,popcorn,2024-03-10,272,0,Available
Store_002,nuts_trail_mix,2024-03-10,331,0,Available
Store_002,cookies,2024-03-10,469,0,Available
Store_002,chocolates,2024-03-10,107,424,Available
Store_002,carbonated_soft_drinks,2024-03-10,183,732,Available
Store_002,bottled_water,2024-03-10,102,647,Available
Store_002,fruit_juices,2024-03-10,401,0,Available
Store_002,energy_drinks,2024-03-10,50,453,Available
Store_002,sports_drinks,2024-03-10,391,0,Available
Store_002,tea_rtd,2024-03-10,257,0,Available
Store_002,coffee_rtd,2024-03-10,226,0,Available
Store_003,potato_chips,2024-03-10,437,0,Available
Store_003,tortilla_chips,2024-03-10,85,438,Available
Store_003,popcorn,2024-03-10,258,0,Available
Store_003,nuts_trail_mix,2024-03-10,80,282,Available
Store_003,cookies,2024-03-10,424,0,Available
Store_003,chocolates,2024-03-10,92,422,Available
Store_003,carbonated_soft_drinks,2024-03-10,63,741,Available
Store_003,bottled_water,2024-03-10,750,0,Available
Store_003,fruit_juices,2024-03-10,399,0,Available
Store_003,energy_drinks,2024-03-10,458,0,Available
Store_003,sports_drinks,2024-03-10,383,0,Available
Store_003,tea_rtd,2024-03-10,214,0,Available
Store_003,coffee_rtd,2024-03-10,249,0,Available
Store_004,potato_chips,2024-03-10,277,0,Available
Store_004,tortilla_chips,2024-03-10,93,438,Available
Store_004,popcorn,2024-03-10,331,0,Available
Store_004,nuts_trail_mix,2024-03-10,71,282,Available
Store_004,cookies,2024-03-10,8,480,Low
Store_004,chocolates,2024-03-10,117,418,Available
Store_004,carbonated_soft_drinks,2024-03-10,577,0,Available
Store_004,bottled_water,2024-03-10,74,682,Available
Store_004,fruit_juices,2024-03-10,419,0,Available
Store_004,energy_drinks,2024-03-10,68,431,Available
Store_004,sports_drinks,2024-03-10,350,0,Available
Store_004,tea_rtd,2024-03-10,202,0,Available
Store_004,coffee_rtd,2024-03-10,227,0,Available
Store_005,potato_chips,2024-03-10,396,0,Available
Store_005,tortilla_chips,2024-03-10,30,441,Available
Store_005,popcorn,2024-03-10,259,0,Available
Store_005,nuts_trail_mix,2024-03-10,308,0,Available
Store_005,cookies,2024-03-10,16,475,Available
Store_005,chocolates,2024-03-10,117,417,Available
Store_005,carbonated_soft_drinks,2024-03-10,727,0,Available
Store_005,bottled_water,2024-03-10,136,681,Available
Store_005,fruit_juices,2024-03-10,387,0,Available
Store_005,energy_drinks,2024-03-10,51,450,Available
Store_005,sports_drinks,2024-03-10,395,0,Available
Store_005,tea_rtd,2024-03-10,189,0,Available
Store_005,coffee_rtd,2024-03-10,211,0,Available
Store_006,potato_chips,2024-03-10,393,0,Available
Store_006,tortilla_chips,2024-03-10,54,436,Available
Store_006,popcorn,2024-03-10,300,0,Available
Store_006,nuts_trail_mix,2024-03-10,57,292,Available
Store_006,cookies,2024-03-10,76,464,Available
Store_006,chocolates,2024-03-10,120,420,Available
Store_006,carbonated_soft_drinks,2024-03-10,178,713,Available
Store_006,bottled_water,2024-03-10,196,660,Available
Store_006,fruit_juices,2024-03-10,406,0,Available
Store_006,energy_drinks,2024-03-10,22,459,Available
Store_006,sports_drinks,2024-03-10,427,0,Available
Store_006,tea_rtd,2024-03-10,254,0,Available
Store_006,coffee_rtd,2024-03-10,269,0,Available
Store_007,potato_chips,2024-03-10,308,0,Available
Store_007,tortilla_chips,2024-03-10,92,435,Available
Store_007,popcorn,2024-03-10,261,0,Available
Store_007,nuts_trail_mix,2024-03-10,336,0,Available
Store_007,cookies,2024-03-10,18,464,Available
Store_007,chocolates,2024-03-10,122,415,Available
Store_007,carbonated_soft_drinks,2024-03-10,675,0,Available
Store_007,bottled_water,2024-03-10,272,681,Available
Store_007,fruit_juices,2024-03-10,435,0,Available
Store_007,energy_drinks,2024-03-10,97,440,Available
Store_007,sports_drinks,2024-03-10,373,0,Available
Store_007,tea_rtd,2024-03-10,257,0,Available
Store_007,coffee_rtd,2024-03-10,263,0,Available
Store_008,potato_chips,2024-03-10,270,0,Available
Store_008,tortilla_chips,2024-03-10,467,0,Available
Store_008,popcorn,2024-03-10,266,0,Available
Store_008,nuts_trail_mix,2024-03-10,36,282,Available
Store_008,cookies,2024-03-10,466,0,Available
Store_008,chocolates,2024-03-10,104,407,Available
Store_008,carbonated_soft_drinks,2024-03-10,41,732,Available
Store_008,bottled_water,2024-03-10,120,677,Available
Store_008,fruit_juices,2024-03-10,422,0,Available
Store_008,energy_drinks,2024-03-10,476,0,Available
Store_008,sports_drinks,2024-03-10,406,0,Available
Store_008,tea_rtd,2024-03-10,245,0,Available
Store_008,coffee_rtd,2024-03-10,245,0,Available
Store_009,potato_chips,2024-03-10,414,0,Available
Store_009,tortilla_chips,2024-03-10,82,422,Available
Store_009,popcorn,2024-03-10,301,0,Available
Store_009,nuts_trail_mix,2024-03-10,27,292,Available
Store_009,cookies,2024-03-10,436,0,Available
Store_009,chocolates,2024-03-10,102,427,Available
Store_009,carbonated_soft_drinks,2024-03-10,206,734,Available
Store_009,bottled_water,2024-03-10,146,704,Available
Store_009,fruit_juices,2024-03-10,423,0,Available
Store_009,energy_drinks,2024-03-10,25,468,Available
Store_009,sports_drinks,2024-03-10,422,0,Available
Store_009,tea_rtd,2024-03-10,236,0,Available
Store_009,coffee_rtd,2024-03-10,272,0,Available
Store_010,potato_chips,2024-03-10,416,0,Available
Store_010,tortilla_chips,2024-03-10,468,0,Available
Store_010,popcorn,2024-03-10,264,0,Available
Store_010,nuts_trail_mix,2024-03-10,68,290,Available
Store_010,cookies,2024-03-10,497,0,Available
Store_010,chocolates,2024-03-10,107,409,Available
Store_010,carbonated_soft_drinks,2024-03-10,634,0,Available
Store_010,bottled_water,2024-03-10,243,693,Available
Store_010,fruit_juices,2024-03-10,407,0,Available
Store_010,energy_drinks,2024-03-10,478,0,Available
Store_010,sports_drinks,2024-03-10,423,0,Available
Store_010,tea_rtd,2024-03-10,224,0,Available
Store_010,coffee_rtd,2024-03-10,257,0,Available
DC_01,potato_chips,2024-03-10,99960312,0,Available
DC_01,tortilla_chips,2024-03-10,99971560,0,Available
DC_01,popcorn,2024-03-10,99978606,0,Available
DC_01,nuts_trail_mix,2024-03-10,99982954,0,Available
DC_01,cookies,2024-03-10,99967752,0,Available
DC_01,chocolates,2024-03-10,99974112,0,Available
DC_01,carbonated_soft_drinks,2024-03-10,99949924,0,Available
DC_01,bottled_water,2024-03-10,99954505,0,Available
DC_01,fruit_juices,2024-03-10,99963617,0,Available
DC_01,energy_drinks,2024-03-10,99969741,0,Available
DC_01,sports_drinks,2024-03-10,99965267,0,Available
DC_01,tea_rtd,2024-03-10,99975089,0,Available
DC_01,coffee_rtd,2024-03-10,99976949,0,Available
DC_02,potato_chips,2024-03-10,99960087,0,Available
DC_02,tortilla_chips,2024-03-10,99972260,0,Available
DC_02,popcorn,2024-03-10,99978517,0,Available
DC_02,nuts_trail_mix,2024-03-10,99982883,0,Available
DC_02,cookies,2024-03-10,99968307,0,Available
DC_02,chocolates,2024-03-10,99973931,0,Available
DC_02,carbonated_soft_drinks,2024-03-10,99948956,0,Available
DC_02,bottled_water,2024-03-10,99953457,0,Available
DC_02,fruit_juices,2024-03-10,99963498,0,Available
DC_02,energy_drinks,2024-03-10,99970320,0,Available
DC_02,sports_drinks,2024-03-10,99965313,0,Available
DC_02,tea_rtd,2024-03-10,99975317,0,Available
DC_02,coffee_rtd,2024-03-10,99976765,0,Available
Store_001,potato_chips,2024-03-17,604,0,Available
Store_001,tortilla_chips,2024-03-17,349,0,Available
Store_001,popcorn,2024-03-17,141,0,Available
Store_001,nuts_trail_mix,2024-03-17,227,0,Available
Store_001,cookies,2024-03-17,300,0,Available
Store_001,chocolates,2024-03-17,355,0,Available
Store_001,carbonated_soft_drinks,2024-03-17,413,0,Available
Store_001,bottled_water,2024-03-17,442,0,Available
Store_001,fruit_juices,2024-03-17,247,0,Available
Store_001,energy_drinks,2024-03-17,333,0,Available
Store_001,sports_drinks,2024-03-17,215,0,Available
Store_001,tea_rtd,2024-03-17,433,0,Available
Store_001,coffee_rtd,2024-03-17,150,0,Available
Store_002,potato_chips,2024-03-17,657,0,Available
Store_002,tortilla_chips,2024-03-17,389,0,Available
Store_002,popcorn,2024-03-17,144,0,Available
Store_002,nuts_trail_mix,2024-03-17,228,0,Available
Store_002,cookies,2024-03-17,291,0,Available
Store_002,chocolates,2024-03-17,395,0,Available
Store_002,carbonated_soft_drinks,2024-03-17,641,0,Available
Store_002,bottled_water,2024-03-17,512,0,Available
Store_002,fruit_juices,2024-03-17,205,522,Available
Store_002,energy_drinks,2024-03-17,332,0,Available
Store_002,sports_drinks,2024-03-17,229,0,Available
Store_002,tea_rtd,2024-03-17,131,371,Available
Store_002,coffee_rtd,2024-03-17,110,366,Available
Store_003,potato_chips,2024-03-17,237,0,Available
Store_003,tortilla_chips,2024-03-17,362,0,Available
Store_003,popcorn,2024-03-17,141,0,Available
Store_003,nuts_trail_mix,2024-03-17,251,0,Available
Store_003,cookies,2024-03-17,266,0,Available
Store_003,chocolates,2024-03-17,359,0,Available
Store_003,carbonated_soft_drinks,2024-03-17,554,0,Available
Store_003,bottled_water,2024-03-17,509,0,Available
Store_003,fruit_juices,2024-03-17,181,536,Available
Store_003,energy_drinks,2024-03-17,301,0,Available
Store_003,sports_drinks,2024-03-17,174,501,Available
Store_003,tea_rtd,2024-03-17,445,0,Available
Store_003,coffee_rtd,2024-03-17,102,351,Available
Store_004,potato_chips,2024-03-17,118,555,Available
Store_004,tortilla_chips,2024-03-17,363,0,Available
Store_004,popcorn,2024-03-17,210,0,Available
Store_004,nuts_trail_mix,2024-03-17,236,0,Available
Store_004,cookies,2024-03-17,315,0,Available
Store_004,chocolates,2024-03-17,373,0,Available
Store_004,carbonated_soft_drinks,2024-03-17,330,0,Available
Store_004,bottled_water,2024-03-17,506,0,Available
Store_004,fruit_juices,2024-03-17,239,0,Available
Store_004,energy_drinks,2024-03-17,322,0,Available
Store_004,sports_drinks,2024-03-17,176,482,Available
Store_004,tea_rtd,2024-03-17,81,381,Available
Store_004,coffee_rtd,2024-03-17,119,352,Available
Store_005,potato_chips,2024-03-17,171,580,Available
Store_005,tortilla_chips,2024-03-17,322,0,Available
Store_005,popcorn,2024-03-17,140,0,Available
Store_005,nuts_trail_mix,2024-03-17,203,0,Available
Store_005,cookies,2024-03-17,305,0,Available
Store_005,chocolates,2024-03-17,372,0,Available
Store_005,carbonated_soft_drinks,2024-03-17,465,0,Available
Store_005,bottled_water,2024-03-17,550,0,Available
Store_005,fruit_juices,2024-03-17,198,525,Available
Store_005,energy_drinks,2024-03-17,329,0,Available
Store_005,sports_drinks,2024-03-17,192,505,Available
Store_005,tea_rtd,2024-03-17,51,390,Available
Store_005,coffee_rtd,2024-03-17,76,365,Available
Store_006,potato_chips,2024-03-17,189,579,Available
Store_006,tortilla_chips,2024-03-17,352,0,Available
Store_006,popcorn,2024-03-17,171,0,Available
Store_006,nuts_trail_mix,2024-03-17,238,0,Available
Store_006,cookies,2024-03-17,370,0,Available
Store_006,chocolates,2024-03-17,405,0,Available
Store_006,carbonated_soft_drinks,2024-03-17,638,0,Available
Store_006,bottled_water,2024-03-17,578,0,Available
Store_006,fruit_juices,2024-03-17,219,0,Available
Store_006,energy_drinks,2024-03-17,339,0,Available
Store_006,sports_drinks,2024-03-17,228,0,Available
Store_006,tea_rtd,2024-03-17,103,380,Available
Store_006,coffee_rtd,2024-03-17,137,351,Available
Store_007,potato_chips,2024-03-17,112,577,Available
Store_007,tortilla_chips,2024-03-17,379,0,Available
Store_007,popcorn,2024-03-17,142,0,Available
Store_007,nuts_trail_mix,2024-03-17,238,0,Available
Store_007,cookies,2024-03-17,296,0,Available
Store_007,chocolates,2024-03-17,377,0,Available
Store_007,carbonated_soft_drinks,2024-03-17,390,0,Available
Store_007,bottled_water,2024-03-17,26,672,Available
Store_007,fruit_juices,2024-03-17,201,522,Available
Store_007,energy_drinks,2024-03-17,366,0,Available
Store_007,sports_drinks,2024-03-17,174,507,Available
Store_007,tea_rtd,2024-03-17,112,382,Available
Store_007,coffee_rtd,2024-03-17,124,353,Available
Store_008,potato_chips,2024-03-17,638,0,Available
Store_008,tortilla_chips,2024-03-17,313,0,Available
Store_008,popcorn,2024-03-17,154,0,Available
Store_008,nuts_trail_mix,2024-03-17,221,0,Available
Store_008,cookies,2024-03-17,278,0,Available
Store_008,chocolates,2024-03-17,338,0,Available
Store_008,carbonated_soft_drinks,2024-03-17,524,0,Available
Store_008,bottled_water,2024-03-17,538,0,Available
Store_008,fruit_juices,2024-03-17,236,0,Available
Store_008,energy_drinks,2024-03-17,307,0,Available
Store_008,sports_drinks,2024-03-17,260,0,Available
Store_008,tea_rtd,2024-03-17,83,381,Available
Store_008,coffee_rtd,2024-03-17,131,353,Available
Store_009,potato_chips,2024-03-17,201,561,Available
Store_009,tortilla_chips,2024-03-17,319,0,Available
Store_009,popcorn,2024-03-17,182,0,Available
Store_009,nuts_trail_mix,2024-03-17,229,0,Available
Store_009,cookies,2024-03-17,255,0,Available
Store_009,chocolates,2024-03-17,391,0,Available
Store_009,carbonated_soft_drinks,2024-03-17,672,0,Available
Store_009,bottled_water,2024-03-17,600,0,Available
Store_009,fruit_juices,2024-03-17,211,542,Available
Store_009,energy_drinks,2024-03-17,346,0,Available
Store_009,sports_drinks,2024-03-17,262,0,Available
Store_009,tea_rtd,2024-03-17,77,384,Available
Store_009,coffee_rtd,2024-03-17,115,372,Available
Store_010,potato_chips,2024-03-17,225,575,Available
Store_010,tortilla_chips,2024-03-17,318,0,Available
Store_010,popcorn,2024-03-17,132,335,Available
Store_010,nuts_trail_mix,2024-03-17,249,0,Available
Store_010,cookies,2024-03-17,327,0,Available
Store_010,chocolates,2024-03-17,365,0,Available
Store_010,carbonated_soft_drinks,2024-03-17,380,0,Available
Store_010,bottled_water,2024-03-17,43,636,Available
Store_010,fruit_juices,2024-03-17,201,510,Available
Store_010,energy_drinks,2024-03-17,306,0,Available
Store_010,sports_drinks,2024-03-17,238,0,Available
Store_010,tea_rtd,2024-03-17,62,390,Available
Store_010,coffee_rtd,2024-03-17,109,364,Available
DC_01,potato_chips,2024-03-17,99956210,0,Available
DC_01,tortilla_chips,2024-03-17,99968071,0,Available
DC_01,popcorn,2024-03-17,99976935,0,Available
DC_01,nuts_trail_mix,2024-03-17,99980361,0,Available
DC_01,cookies,2024-03-17,99964383,0,Available
DC_01,chocolates,2024-03-17,99970001,0,Available
DC_01,carbonated_soft_drinks,2024-03-17,99944156,0,Available
DC_01,bottled_water,2024-03-17,99948448,0,Available
DC_01,fruit_juices,2024-03-17,99960958,0,Available
